epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,113.042,1.54634,0.69876,0.86597,0.94604,0.96825,0.98105,0.47849,1.70922,0.71561,0.90747,0.0008384,0.0008384,0.0008384
178,113.656,1.57645,0.71678,0.86352,0.95113,0.97619,0.98281,0.45905,1.76942,0.73451,0.9206,0.0008318,0.0008318,0.0008318
179,114.265,1.61999,0.71358,0.87938,0.93895,0.97648,0.98047,0.46606,1.75349,0.74375,0.91754,0.0008252,0.0008252,0.0008252
180,114.888,1.65052,0.74808,0.88929,0.9605,0.96497,0.97755,0.4737,1.6889,0.75383,0.90757,0.0008186,0.0008186,0.0008186
181,115.497,1.52408,0.69997,0.87344,0.90496,0.94444,0.95732,0.45108,1.74275,0.77894,0.91042,0.000812,0.000812,0.000812
182,116.124,1.6069,0.71942,0.88062,0.87983,0.92975,0.91619,0.41031,1.8488,0.81745,0.92509,0.0008054,0.0008054,0.0008054
183,116.719,1.55756,0.69531,0.88621,0.89418,0.92857,0.95243,0.44745,1.79281,0.81544,0.92101,0.0007988,0.0007988,0.0007988
184,117.35,1.53308,0.68034,0.88022,0.86953,0.95206,0.96438,0.49306,1.68811,0.78962,0.91337,0.0007922,0.0007922,0.0007922
185,117.981,1.50876,0.68173,0.87493,0.92457,0.94444,0.97303,0.47331,1.74666,0.77011,0.92562,0.0007856,0.0007856,0.0007856
186,118.61,1.60867,0.69051,0.89314,0.93679,0.95238,0.96092,0.46218,1.75556,0.73782,0.92706,0.000779,0.000779,0.000779
187,119.211,1.54356,0.68965,0.87866,0.94519,0.95807,0.96319,0.48058,1.72123,0.70919,0.91934,0.0007724,0.0007724,0.0007724
188,119.856,1.49122,0.654,0.8736,0.94519,0.95809,0.96528,0.47475,1.73234,0.7076,0.92028,0.0007658,0.0007658,0.0007658
189,120.472,1.5534,0.69775,0.88553,0.93889,0.97557,0.97009,0.47447,1.72235,0.69999,0.91815,0.0007592,0.0007592,0.0007592
190,121.12,1.52155,0.69453,0.88003,0.96361,0.96032,0.97727,0.48046,1.72312,0.69939,0.91914,0.0007526,0.0007526,0.0007526
191,121.8,1.53205,0.68737,0.87626,0.92847,0.92857,0.94378,0.42951,1.82374,0.72998,0.93504,0.000746,0.000746,0.000746
192,122.44,1.54996,0.69295,0.87403,0.92182,0.93576,0.93807,0.41765,1.88017,0.74937,0.94063,0.0007394,0.0007394,0.0007394
193,123.072,1.55229,0.68818,0.88677,0.92926,0.93826,0.94988,0.44218,1.78414,0.73547,0.92277,0.0007328,0.0007328,0.0007328
194,123.69,1.50458,0.67519,0.86838,0.96121,0.98345,0.97171,0.47963,1.69556,0.70851,0.90652,0.0007262,0.0007262,0.0007262
195,124.308,1.47676,0.66668,0.86788,0.95728,0.97619,0.97165,0.48035,1.70703,0.70525,0.90516,0.0007196,0.0007196,0.0007196
196,124.946,1.55931,0.69443,0.86632,0.94961,0.97619,0.97044,0.47885,1.73049,0.70654,0.91037,0.000713,0.000713,0.000713
197,125.579,1.46541,0.66161,0.86779,0.91174,0.9838,0.95745,0.44379,1.79292,0.72102,0.92321,0.0007064,0.0007064,0.0007064
198,126.209,1.47542,0.66711,0.86951,0.90789,0.93651,0.93811,0.42252,1.85645,0.74038,0.93348,0.0006998,0.0006998,0.0006998
199,126.827,1.50029,0.6684,0.86954,0.90753,0.94444,0.93711,0.43419,1.83213,0.74432,0.92961,0.0006932,0.0006932,0.0006932
200,127.437,1.48079,0.65711,0.87428,0.91094,0.9741,0.96565,0.45489,1.74428,0.72138,0.91566,0.0006866,0.0006866,0.0006866
201,128.071,1.43895,0.64605,0.86668,0.93109,0.96825,0.96665,0.46028,1.72621,0.71604,0.91334,0.00068,0.00068,0.00068
202,128.684,1.52307,0.66495,0.87224,0.94912,0.94444,0.95911,0.4739,1.72733,0.70587,0.91135,0.0006734,0.0006734,0.0006734
203,129.313,1.63068,0.70332,0.87063,0.93643,0.96825,0.96771,0.47963,1.71047,0.70113,0.90924,0.0006668,0.0006668,0.0006668
204,129.93,1.48013,0.66147,0.8751,0.95263,0.95757,0.96635,0.47825,1.70279,0.70129,0.90991,0.0006602,0.0006602,0.0006602
205,130.569,1.46643,0.65979,0.87202,0.94488,0.95241,0.95501,0.46652,1.74215,0.70918,0.91256,0.0006536,0.0006536,0.0006536
206,131.185,1.44671,0.63496,0.86634,0.94756,0.96825,0.96854,0.46323,1.76966,0.71373,0.91537,0.000647,0.000647,0.000647
207,131.851,1.48524,0.6713,0.86623,0.95615,0.96825,0.97335,0.46489,1.75447,0.70971,0.91458,0.0006404,0.0006404,0.0006404
208,132.467,1.50016,0.67067,0.8714,0.95283,0.96032,0.97075,0.46162,1.72159,0.6897,0.91255,0.0006338,0.0006338,0.0006338
209,133.102,1.42897,0.64822,0.8668,0.96274,0.99206,0.97872,0.46889,1.71393,0.67708,0.91128,0.0006272,0.0006272,0.0006272
210,133.717,1.4867,0.66901,0.86866,0.96846,0.99206,0.97895,0.468,1.71026,0.66359,0.90829,0.0006206,0.0006206,0.0006206
211,134.348,1.53537,0.67024,0.87678,0.9615,0.99114,0.97964,0.47839,1.71481,0.66086,0.90696,0.000614,0.000614,0.000614
212,134.975,1.46747,0.64831,0.86945,0.96733,0.99206,0.97971,0.47224,1.72827,0.66629,0.90863,0.0006074,0.0006074,0.0006074
213,135.636,1.41095,0.62549,0.86984,0.96853,0.98413,0.98033,0.47478,1.73526,0.67372,0.90606,0.0006008,0.0006008,0.0006008
214,136.262,1.39736,0.62745,0.85472,0.98394,0.97252,0.9789,0.47549,1.75147,0.69471,0.90859,0.0005942,0.0005942,0.0005942
215,136.876,1.431,0.64085,0.86587,0.9759,0.96032,0.9805,0.47334,1.77577,0.70024,0.91393,0.0005876,0.0005876,0.0005876
216,137.5,1.41522,0.6376,0.87593,0.97562,0.95271,0.98125,0.46846,1.77543,0.70239,0.91396,0.000581,0.000581,0.000581
217,138.107,1.48395,0.66081,0.86151,0.93967,0.989,0.98359,0.47734,1.775,0.69798,0.91199,0.0005744,0.0005744,0.0005744
218,138.719,1.4377,0.64341,0.85937,0.95244,0.95366,0.97397,0.47606,1.76138,0.69772,0.9111,0.0005678,0.0005678,0.0005678
219,139.343,1.38789,0.62473,0.86401,0.97556,0.95021,0.97417,0.47591,1.72395,0.68224,0.90724,0.0005612,0.0005612,0.0005612
220,139.976,1.37532,0.61487,0.86746,0.97555,0.95011,0.97695,0.47733,1.70836,0.67906,0.9044,0.0005546,0.0005546,0.0005546
221,140.612,1.44838,0.66024,0.86306,0.94547,0.96333,0.96556,0.47376,1.71914,0.68303,0.90628,0.000548,0.000548,0.000548
222,141.223,1.39264,0.62005,0.86163,0.96813,0.9643,0.97169,0.47657,1.71854,0.68215,0.90599,0.0005414,0.0005414,0.0005414
223,141.857,1.45234,0.65436,0.86032,0.95718,0.96032,0.96433,0.46875,1.72458,0.68163,0.9092,0.0005348,0.0005348,0.0005348
224,142.484,1.44471,0.65167,0.86617,0.94794,0.96032,0.96224,0.46394,1.73688,0.68557,0.91377,0.0005282,0.0005282,0.0005282
225,143.142,1.39538,0.62472,0.86674,0.94698,0.95238,0.96397,0.46917,1.71673,0.67821,0.91067,0.0005216,0.0005216,0.0005216
226,143.76,1.44215,0.64961,0.86467,0.95335,0.97307,0.97154,0.48383,1.679,0.67583,0.90369,0.000515,0.000515,0.000515
227,144.394,1.46587,0.65585,0.85574,0.94444,0.96032,0.96401,0.48104,1.68405,0.67431,0.90398,0.0005084,0.0005084,0.0005084
228,145.027,1.54586,0.67383,0.86777,0.92924,0.96032,0.96378,0.47581,1.70277,0.67857,0.90895,0.0005018,0.0005018,0.0005018
229,145.664,1.40988,0.63331,0.86721,0.94509,0.94444,0.969,0.47467,1.71176,0.67972,0.91011,0.0004952,0.0004952,0.0004952
230,146.289,1.43944,0.64227,0.86208,0.95982,0.9479,0.96243,0.47089,1.71697,0.68537,0.91045,0.0004886,0.0004886,0.0004886
231,146.931,1.36624,0.62363,0.85988,0.9675,0.94492,0.96847,0.47587,1.71449,0.69004,0.90788,0.000482,0.000482,0.000482
232,147.591,1.38504,0.63446,0.85455,0.96019,0.95702,0.95566,0.46551,1.73176,0.69265,0.90981,0.0004754,0.0004754,0.0004754
233,148.218,1.40589,0.63746,0.86578,0.98361,0.95233,0.9696,0.4719,1.71792,0.68454,0.90751,0.0004688,0.0004688,0.0004688
234,148.847,1.40926,0.64316,0.8669,0.9632,0.94444,0.97457,0.47401,1.72974,0.68905,0.90972,0.0004622,0.0004622,0.0004622
235,149.48,1.38475,0.62116,0.85731,0.96745,0.94361,0.97528,0.46986,1.75645,0.69228,0.91321,0.0004556,0.0004556,0.0004556
236,150.133,1.38073,0.62596,0.85881,0.96744,0.94321,0.97528,0.46445,1.79688,0.70557,0.91819,0.000449,0.000449,0.000449
237,150.752,1.397,0.63404,0.86003,0.95998,0.9518,0.9736,0.4534,1.82305,0.71277,0.92377,0.0004424,0.0004424,0.0004424
238,151.397,1.38331,0.61643,0.85869,0.95329,0.95238,0.9709,0.45153,1.83403,0.70755,0.92616,0.0004358,0.0004358,0.0004358
239,152.034,1.33548,0.59999,0.85772,0.95241,0.95301,0.97071,0.45992,1.80497,0.69877,0.92265,0.0004292,0.0004292,0.0004292
240,152.694,1.42022,0.64284,0.86617,0.95246,0.95401,0.96659,0.45537,1.79686,0.68924,0.92335,0.0004226,0.0004226,0.0004226
241,153.337,1.37447,0.62959,0.8616,0.94556,0.96486,0.96286,0.45155,1.80098,0.68588,0.92732,0.000416,0.000416,0.000416
242,153.993,1.37481,0.61692,0.85578,0.93861,0.97074,0.95955,0.45254,1.78954,0.68175,0.92577,0.0004094,0.0004094,0.0004094
243,154.625,1.37714,0.62466,0.8618,0.94953,0.96032,0.94301,0.46342,1.71844,0.67328,0.915,0.0004028,0.0004028,0.0004028
244,155.263,1.3688,0.62743,0.85602,0.94744,0.96032,0.94971,0.47907,1.68334,0.67377,0.9111,0.0003962,0.0003962,0.0003962
245,155.889,1.39497,0.63195,0.85864,0.95521,0.96825,0.96312,0.47902,1.69952,0.6737,0.91429,0.0003896,0.0003896,0.0003896
246,156.516,1.3426,0.60142,0.85093,0.95644,0.96825,0.96638,0.46874,1.74043,0.68778,0.92177,0.000383,0.000383,0.000383
247,157.149,1.36751,0.60497,0.85031,0.94978,0.96032,0.96045,0.47685,1.76156,0.69187,0.92439,0.0003764,0.0003764,0.0003764
248,157.761,1.36524,0.60641,0.84461,0.95855,0.96825,0.96856,0.47405,1.7389,0.68888,0.91893,0.0003698,0.0003698,0.0003698
249,158.371,1.36619,0.60706,0.86484,0.95813,0.97619,0.96827,0.48667,1.67387,0.68164,0.90815,0.0003632,0.0003632,0.0003632
250,159.025,1.35891,0.62238,0.84775,0.95655,0.97619,0.96884,0.488,1.64605,0.67195,0.90411,0.0003566,0.0003566,0.0003566
251,159.665,1.40545,0.63522,0.84703,0.95842,0.97619,0.97072,0.49133,1.66443,0.67158,0.90563,0.00035,0.00035,0.00035
252,160.297,1.42821,0.63901,0.86748,0.95041,0.96825,0.97107,0.48634,1.70239,0.67552,0.91138,0.0003434,0.0003434,0.0003434
253,160.91,1.38225,0.61703,0.85357,0.94111,0.96032,0.97049,0.46749,1.74788,0.68663,0.91866,0.0003368,0.0003368,0.0003368
254,161.546,1.35012,0.60789,0.85623,0.93893,0.95238,0.96766,0.46796,1.77729,0.6937,0.92429,0.0003302,0.0003302,0.0003302
255,162.203,1.32165,0.61068,0.85765,0.92559,0.94444,0.96392,0.46404,1.79043,0.70216,0.92545,0.0003236,0.0003236,0.0003236
256,162.818,1.38687,0.62975,0.85396,0.937,0.94439,0.96724,0.47524,1.78679,0.70411,0.92388,0.000317,0.000317,0.000317
257,163.453,1.36791,0.61199,0.85878,0.9389,0.97566,0.97253,0.47699,1.76302,0.69719,0.92009,0.0003104,0.0003104,0.0003104
258,164.083,1.31454,0.60143,0.84632,0.94614,0.97593,0.97077,0.48805,1.74655,0.6847,0.91792,0.0003038,0.0003038,0.0003038
259,164.697,1.3261,0.60953,0.85816,0.95339,0.98413,0.97044,0.49387,1.7199,0.66658,0.91528,0.0002972,0.0002972,0.0002972
260,165.34,1.42671,0.63348,0.84968,0.9575,0.97619,0.97076,0.49791,1.6993,0.6608,0.91417,0.0002906,0.0002906,0.0002906
261,165.985,1.34102,0.60412,0.85371,0.95022,0.96825,0.96849,0.49585,1.68601,0.6544,0.91376,0.000284,0.000284,0.000284
262,166.617,1.37024,0.6169,0.85777,0.95298,0.96515,0.96792,0.5004,1.68894,0.65119,0.9144,0.0002774,0.0002774,0.0002774
263,167.254,1.30475,0.59928,0.8499,0.94543,0.96244,0.96771,0.49974,1.68152,0.65001,0.91003,0.0002708,0.0002708,0.0002708
264,167.881,1.31932,0.59542,0.8495,0.94569,0.96731,0.96794,0.49789,1.69952,0.65075,0.90974,0.0002642,0.0002642,0.0002642
265,168.509,1.34187,0.59766,0.84696,0.94558,0.96534,0.96792,0.49994,1.69299,0.64998,0.90784,0.0002576,0.0002576,0.0002576
