epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,413.153,1.19958,0.54015,0.84345,0.93745,0.95151,0.97,0.49798,1.77621,0.70177,0.93292,0.0007922,0.0007922,0.0007922
185,415.396,1.2452,0.54042,0.84201,0.94405,0.94444,0.9685,0.50671,1.78622,0.7054,0.93651,0.0007856,0.0007856,0.0007856
186,417.667,1.30097,0.5417,0.85576,0.93741,0.95238,0.97039,0.51808,1.70773,0.70354,0.92219,0.000779,0.000779,0.000779
187,419.923,1.22752,0.53396,0.83901,0.94527,0.95957,0.97548,0.52722,1.66501,0.73162,0.90921,0.0007724,0.0007724,0.0007724
188,422.15,1.1633,0.51432,0.83224,0.95269,0.95891,0.97692,0.52896,1.69459,0.75126,0.911,0.0007658,0.0007658,0.0007658
189,424.363,1.22354,0.53721,0.84527,0.95378,0.98264,0.97945,0.53331,1.69873,0.70806,0.91443,0.0007592,0.0007592,0.0007592
190,426.541,1.19587,0.53412,0.8437,0.94612,0.97563,0.97689,0.53149,1.70467,0.67498,0.91757,0.0007526,0.0007526,0.0007526
191,428.791,1.15329,0.51207,0.83722,0.93712,0.96032,0.96765,0.49606,1.79931,0.67367,0.94084,0.000746,0.000746,0.000746
192,431.04,1.20163,0.52125,0.83607,0.93261,0.93651,0.96125,0.48527,1.82746,0.68569,0.95406,0.0007394,0.0007394,0.0007394
193,433.26,1.21289,0.51998,0.85141,0.93887,0.97515,0.97339,0.50134,1.75257,0.69692,0.94254,0.0007328,0.0007328,0.0007328
194,435.536,1.13877,0.50655,0.83244,0.95378,0.98258,0.97717,0.52068,1.70563,0.68706,0.92826,0.0007262,0.0007262,0.0007262
195,437.761,1.18605,0.525,0.83155,0.94017,0.99771,0.98322,0.53015,1.71484,0.6907,0.92653,0.0007196,0.0007196,0.0007196
196,440.005,1.29338,0.55789,0.83671,0.93992,0.99326,0.98332,0.53058,1.75525,0.68218,0.93139,0.000713,0.000713,0.000713
197,442.286,1.18887,0.51558,0.83772,0.93849,0.98413,0.98156,0.52439,1.79766,0.68088,0.93237,0.0007064,0.0007064,0.0007064
198,444.527,1.17623,0.51522,0.83748,0.93973,0.98997,0.98335,0.52329,1.78899,0.67626,0.9347,0.0006998,0.0006998,0.0006998
199,446.789,1.1694,0.51705,0.83585,0.9326,0.98833,0.98259,0.52141,1.76688,0.69311,0.93257,0.0006932,0.0006932,0.0006932
200,449.037,1.17712,0.51404,0.84106,0.93838,0.99206,0.98345,0.52728,1.77283,0.7127,0.92883,0.0006866,0.0006866,0.0006866
201,451.314,1.16213,0.51091,0.83515,0.9434,0.99206,0.98355,0.51989,1.76117,0.70203,0.92472,0.00068,0.00068,0.00068
202,453.628,1.1951,0.51462,0.83257,0.93831,0.98413,0.97936,0.5339,1.72773,0.66379,0.92181,0.0006734,0.0006734,0.0006734
203,455.891,1.19172,0.52479,0.82841,0.93935,0.98336,0.98306,0.51851,1.79479,0.6493,0.92474,0.0006668,0.0006668,0.0006668
204,458.135,1.23554,0.51755,0.84387,0.95382,0.9836,0.9804,0.49974,1.83093,0.65067,0.92482,0.0006602,0.0006602,0.0006602
205,460.351,1.23056,0.52282,0.83656,0.96148,0.99042,0.98321,0.512,1.78535,0.65075,0.91665,0.0006536,0.0006536,0.0006536
206,462.612,1.15511,0.49993,0.83186,0.96633,0.98413,0.98059,0.52256,1.71016,0.64941,0.90912,0.000647,0.000647,0.000647
207,464.883,1.12249,0.49817,0.82652,0.9545,0.99899,0.97753,0.52937,1.69545,0.65168,0.91232,0.0006404,0.0006404,0.0006404
208,467.113,1.12172,0.49979,0.82817,0.94648,1,0.97746,0.51814,1.71724,0.64508,0.91847,0.0006338,0.0006338,0.0006338
209,469.373,1.10193,0.48325,0.82941,0.96068,0.99206,0.97795,0.52513,1.70274,0.65474,0.91376,0.0006272,0.0006272,0.0006272
210,471.611,1.09787,0.49826,0.82505,0.96295,0.99206,0.97705,0.5254,1.67942,0.66213,0.90841,0.0006206,0.0006206,0.0006206
211,473.847,1.07016,0.4822,0.82893,0.9604,1,0.97943,0.53087,1.70569,0.64939,0.91116,0.000614,0.000614,0.000614
212,476.048,1.05448,0.47108,0.82826,0.95218,0.99206,0.97974,0.52688,1.71597,0.63715,0.91397,0.0006074,0.0006074,0.0006074
213,478.243,1.06742,0.4656,0.82838,0.96105,0.99206,0.98022,0.53978,1.68951,0.64027,0.9127,0.0006008,0.0006008,0.0006008
214,480.479,1.00941,0.45903,0.81624,0.96067,0.99206,0.98233,0.54557,1.69238,0.64988,0.913,0.0005942,0.0005942,0.0005942
215,482.958,1.04252,0.45886,0.82574,0.96839,0.99206,0.98451,0.53546,1.71059,0.68001,0.91405,0.0005876,0.0005876,0.0005876
216,485.194,1.01835,0.45743,0.83167,0.96895,0.99066,0.98704,0.53171,1.71231,0.68029,0.91501,0.000581,0.000581,0.000581
217,488.069,1.13591,0.5009,0.82932,0.96119,0.98279,0.98733,0.53172,1.71178,0.66344,0.91585,0.0005744,0.0005744,0.0005744
218,490.286,1.03233,0.46324,0.81582,0.96119,0.98274,0.98747,0.53925,1.70772,0.64538,0.916,0.0005678,0.0005678,0.0005678
219,492.912,1.04608,0.45948,0.82379,0.96123,0.98386,0.98667,0.54093,1.68851,0.64297,0.9124,0.0005612,0.0005612,0.0005612
220,495.1,1.03123,0.45546,0.8277,0.96918,0.99837,0.98669,0.54354,1.67304,0.64229,0.91027,0.0005546,0.0005546,0.0005546
221,497.373,1.07291,0.49227,0.82172,0.9674,1,0.98643,0.54652,1.65424,0.63683,0.90952,0.000548,0.000548,0.000548
222,499.75,0.98849,0.44329,0.82176,0.96899,0.99206,0.9866,0.53916,1.65563,0.64398,0.91267,0.0005414,0.0005414,0.0005414
223,502.001,1.05312,0.46735,0.81983,0.97632,0.98172,0.98565,0.54492,1.67631,0.65098,0.91766,0.0005348,0.0005348,0.0005348
224,504.254,1.03072,0.46134,0.82521,0.96838,0.97619,0.98459,0.54074,1.69342,0.6532,0.91814,0.0005282,0.0005282,0.0005282
225,506.479,1.04371,0.45577,0.82737,0.96785,0.97619,0.9844,0.5488,1.6747,0.64441,0.91749,0.0005216,0.0005216,0.0005216
226,509.005,1.07652,0.4714,0.82781,0.95412,0.99038,0.98297,0.55699,1.62875,0.64414,0.91217,0.000515,0.000515,0.000515
227,511.495,1.05065,0.46505,0.81478,0.97459,0.99206,0.98088,0.56529,1.61016,0.63073,0.90612,0.0005084,0.0005084,0.0005084
228,514.008,1.07597,0.4722,0.81777,0.9667,0.98413,0.97872,0.55474,1.62236,0.62702,0.90694,0.0005018,0.0005018,0.0005018
229,516.256,0.98552,0.4498,0.8245,0.96466,0.98413,0.97916,0.54747,1.64819,0.65249,0.90737,0.0004952,0.0004952,0.0004952
230,518.529,1.0364,0.46007,0.82085,0.95413,0.99041,0.97925,0.53954,1.67282,0.66942,0.90939,0.0004886,0.0004886,0.0004886
231,520.795,0.95629,0.44402,0.81842,0.95936,0.97619,0.98067,0.54183,1.68854,0.66692,0.91195,0.000482,0.000482,0.000482
232,523.049,0.97757,0.45224,0.81458,0.97646,0.98767,0.98473,0.53939,1.67578,0.65785,0.9102,0.0004754,0.0004754,0.0004754
233,525.333,1.01481,0.44772,0.82507,0.96138,0.98792,0.98443,0.55494,1.65718,0.65803,0.908,0.0004688,0.0004688,0.0004688
234,527.569,0.98961,0.45103,0.8201,0.96871,0.98272,0.98345,0.54463,1.65332,0.66902,0.90722,0.0004622,0.0004622,0.0004622
235,529.835,0.97553,0.44292,0.81658,0.95945,0.98413,0.98242,0.55026,1.6616,0.67182,0.91056,0.0004556,0.0004556,0.0004556
236,531.996,0.9879,0.44698,0.81841,0.96086,0.97412,0.98234,0.5493,1.67513,0.67065,0.9124,0.000449,0.000449,0.000449
237,534.22,0.98031,0.45851,0.81737,0.95245,0.97619,0.97981,0.55104,1.68318,0.64654,0.91137,0.0004424,0.0004424,0.0004424
238,536.497,0.95348,0.43078,0.81494,0.95239,0.97619,0.97807,0.54842,1.68218,0.64897,0.91024,0.0004358,0.0004358,0.0004358
239,538.761,0.94936,0.42888,0.81924,0.97433,0.98413,0.98411,0.54769,1.67428,0.65388,0.9087,0.0004292,0.0004292,0.0004292
240,540.975,1.00598,0.45562,0.82389,0.97532,0.98413,0.98486,0.55235,1.66348,0.64862,0.90519,0.0004226,0.0004226,0.0004226
241,543.232,0.95612,0.43621,0.818,0.96895,0.99059,0.98533,0.55458,1.6523,0.64666,0.90403,0.000416,0.000416,0.000416
242,545.455,0.9637,0.43344,0.81455,0.96893,0.99009,0.98573,0.55508,1.64768,0.64837,0.90628,0.0004094,0.0004094,0.0004094
243,547.683,0.95107,0.43443,0.81568,0.96892,0.98982,0.98596,0.56215,1.64397,0.65021,0.90782,0.0004028,0.0004028,0.0004028
244,549.893,0.9437,0.43409,0.81649,0.9678,1,0.98669,0.56181,1.65985,0.65143,0.91307,0.0003962,0.0003962,0.0003962
245,552.136,0.93671,0.43425,0.81336,0.96833,1,0.98591,0.55435,1.67693,0.64352,0.91519,0.0003896,0.0003896,0.0003896
246,554.366,0.91188,0.42061,0.81052,0.9742,0.98413,0.98522,0.55287,1.67253,0.63529,0.91456,0.000383,0.000383,0.000383
247,556.574,0.91768,0.42045,0.80816,0.96064,0.99206,0.98336,0.55086,1.67119,0.6425,0.91494,0.0003764,0.0003764,0.0003764
248,558.815,0.94314,0.43066,0.80576,0.9615,0.99094,0.98256,0.54987,1.66946,0.6428,0.91646,0.0003698,0.0003698,0.0003698
249,561.007,0.93755,0.42699,0.81953,0.95986,0.98413,0.98108,0.55379,1.65958,0.64774,0.91625,0.0003632,0.0003632,0.0003632
250,563.219,0.95165,0.43854,0.80838,0.95963,0.98413,0.98129,0.54784,1.66606,0.6472,0.91732,0.0003566,0.0003566,0.0003566
251,565.46,0.97029,0.44682,0.80532,0.9612,0.98317,0.98192,0.54147,1.67758,0.63821,0.91551,0.00035,0.00035,0.00035
252,567.715,0.97186,0.44662,0.82235,0.95997,0.98413,0.98305,0.53587,1.694,0.62208,0.91474,0.0003434,0.0003434,0.0003434
253,569.938,0.93865,0.42352,0.81487,0.96025,0.98413,0.98401,0.53119,1.71694,0.62348,0.91887,0.0003368,0.0003368,0.0003368
254,572.122,0.94879,0.42553,0.8169,0.95229,0.97619,0.97867,0.53838,1.69371,0.62485,0.91896,0.0003302,0.0003302,0.0003302
255,574.354,0.91502,0.42573,0.81926,0.96012,0.98413,0.98235,0.55185,1.67125,0.62981,0.91937,0.0003236,0.0003236,0.0003236
256,576.631,0.94038,0.42783,0.81212,0.95911,0.98413,0.9802,0.54756,1.67639,0.6247,0.91916,0.000317,0.000317,0.000317
257,578.879,0.91316,0.41958,0.81357,0.96714,0.98413,0.97982,0.54094,1.67709,0.63098,0.91911,0.0003104,0.0003104,0.0003104
258,581.088,0.90164,0.42104,0.8056,0.96873,0.98354,0.97955,0.54327,1.66287,0.6243,0.91659,0.0003038,0.0003038,0.0003038
259,583.26,0.89441,0.41354,0.81745,0.96897,0.99129,0.98006,0.54437,1.66463,0.61771,0.91869,0.0002972,0.0002972,0.0002972
260,585.468,0.95347,0.43434,0.8082,0.96899,0.99185,0.98073,0.53484,1.70212,0.61169,0.9236,0.0002906,0.0002906,0.0002906
261,587.788,0.89856,0.41836,0.81235,0.96894,0.99033,0.97987,0.52493,1.71647,0.60679,0.92529,0.000284,0.000284,0.000284
262,589.975,0.93547,0.42144,0.81758,0.968,1,0.97927,0.53255,1.70708,0.60575,0.92407,0.0002774,0.0002774,0.0002774
263,592.197,0.88941,0.41516,0.81102,0.97597,0.99206,0.97878,0.54097,1.68621,0.59251,0.91574,0.0002708,0.0002708,0.0002708
264,594.386,0.90949,0.41377,0.81185,0.9764,0.99206,0.98087,0.54971,1.67371,0.5983,0.91291,0.0002642,0.0002642,0.0002642
265,596.601,0.90594,0.41617,0.80512,0.97656,0.99176,0.98146,0.54835,1.66338,0.59718,0.91047,0.0002576,0.0002576,0.0002576
266,598.829,0.88388,0.40388,0.81122,0.97666,0.99637,0.9815,0.54533,1.65185,0.59613,0.90888,0.000251,0.000251,0.000251
267,601.018,0.86658,0.39957,0.81197,0.96787,1,0.98144,0.5401,1.65088,0.60375,0.90787,0.0002444,0.0002444,0.0002444
268,603.227,0.89866,0.41334,0.80853,0.96875,1,0.98134,0.54115,1.64819,0.59917,0.90834,0.0002378,0.0002378,0.0002378
269,605.442,0.87605,0.41086,0.81056,0.96922,0.99966,0.98185,0.53956,1.65549,0.59298,0.91051,0.0002312,0.0002312,0.0002312
270,607.671,0.88005,0.40374,0.81222,0.96921,0.99923,0.98044,0.54091,1.66598,0.59561,0.91383,0.0002246,0.0002246,0.0002246
271,609.928,0.86756,0.39981,0.80682,0.9692,0.99899,0.97981,0.5345,1.66824,0.59559,0.91501,0.000218,0.000218,0.000218
272,612.12,0.90462,0.413,0.81539,0.96919,0.99862,0.97969,0.53454,1.66922,0.60731,0.91475,0.0002114,0.0002114,0.0002114
273,614.346,0.86395,0.40342,0.81276,0.96174,0.99757,0.97924,0.53887,1.66252,0.61721,0.91457,0.0002048,0.0002048,0.0002048
274,616.567,0.83586,0.38955,0.80488,0.96174,0.9975,0.97928,0.54165,1.67222,0.64277,0.91503,0.0001982,0.0001982,0.0001982
275,618.791,0.84647,0.396,0.80448,0.96915,0.99725,0.97859,0.54511,1.68308,0.6577,0.91643,0.0001916,0.0001916,0.0001916
276,621.45,0.91077,0.41904,0.81142,0.96855,1,0.97837,0.5355,1.6891,0.65469,0.91728,0.000185,0.000185,0.000185
277,623.624,0.89685,0.40489,0.80709,0.96047,1,0.97847,0.53625,1.6913,0.64399,0.91753,0.0001784,0.0001784,0.0001784
278,625.819,0.86671,0.40861,0.80479,0.96865,1,0.97858,0.52994,1.69609,0.63585,0.91814,0.0001718,0.0001718,0.0001718
279,628.031,0.86657,0.40621,0.81066,0.96916,0.99749,0.97899,0.5309,1.69596,0.6216,0.91648,0.0001652,0.0001652,0.0001652
280,630.208,0.85943,0.40066,0.81358,0.96922,0.9996,0.97931,0.53288,1.69388,0.61434,0.91543,0.0001586,0.0001586,0.0001586
281,632.552,0.87886,0.40686,0.80495,0.96915,0.99722,0.97868,0.53908,1.67949,0.6165,0.91434,0.000152,0.000152,0.000152
282,634.705,0.82445,0.39795,0.80698,0.96898,0.99159,0.97937,0.54164,1.66903,0.62062,0.9131,0.0001454,0.0001454,0.0001454
283,636.914,0.85222,0.40133,0.8051,0.96898,0.99174,0.97936,0.54468,1.66469,0.6206,0.91274,0.0001388,0.0001388,0.0001388
284,639.162,0.79654,0.38933,0.80017,0.96899,0.99206,0.97951,0.5466,1.6635,0.61585,0.91243,0.0001322,0.0001322,0.0001322
285,641.365,0.82065,0.39093,0.81069,0.96887,0.99206,0.97952,0.55278,1.65324,0.62199,0.91108,0.0001256,0.0001256,0.0001256
286,643.557,0.83116,0.39045,0.79938,0.97626,0.99206,0.98013,0.54837,1.65181,0.63113,0.91064,0.000119,0.000119,0.000119
287,645.75,0.82813,0.39654,0.80233,0.97612,0.99206,0.98068,0.55191,1.64608,0.63411,0.9097,0.0001124,0.0001124,0.0001124
288,647.952,0.81795,0.39282,0.80206,0.9767,0.99818,0.98139,0.55346,1.64815,0.63684,0.90889,0.0001058,0.0001058,0.0001058
289,650.121,0.79531,0.38909,0.7994,0.97672,0.99897,0.98284,0.55132,1.64735,0.63788,0.90824,9.92e-05,9.92e-05,9.92e-05
290,652.303,0.77539,0.37657,0.80375,0.97553,1,0.98311,0.54742,1.65268,0.63811,0.90841,9.26e-05,9.26e-05,9.26e-05
291,657.429,0.79999,0.40899,0.79798,0.9736,1,0.98343,0.5509,1.6574,0.63993,0.90909,8.6e-05,8.6e-05,8.6e-05
292,659.911,0.78161,0.40073,0.79297,0.97401,1,0.9839,0.54821,1.65689,0.63875,0.90862,7.94e-05,7.94e-05,7.94e-05
293,662.159,0.78727,0.40599,0.79644,0.97391,1,0.98404,0.54663,1.66145,0.63601,0.90896,7.28e-05,7.28e-05,7.28e-05
294,664.372,0.71869,0.38632,0.7888,0.97462,1,0.98428,0.54113,1.66326,0.63824,0.90878,6.62e-05,6.62e-05,6.62e-05
295,666.588,0.74228,0.38354,0.79753,0.9748,1,0.98394,0.54256,1.66418,0.64133,0.90902,5.96e-05,5.96e-05,5.96e-05
296,668.843,0.79105,0.40003,0.79862,0.97499,1,0.9844,0.54239,1.66331,0.63278,0.90873,5.3e-05,5.3e-05,5.3e-05
297,671.054,0.72291,0.37496,0.79007,0.97541,1,0.98434,0.54125,1.6638,0.62792,0.90927,4.64e-05,4.64e-05,4.64e-05
298,673.295,0.78263,0.39221,0.79572,0.97584,1,0.98444,0.54494,1.66468,0.62684,0.90981,3.98e-05,3.98e-05,3.98e-05
299,675.582,0.70171,0.35843,0.79488,0.97613,1,0.98439,0.54536,1.66788,0.6228,0.91026,3.32e-05,3.32e-05,3.32e-05
300,677.812,0.76032,0.36899,0.79401,0.97646,1,0.98413,0.54731,1.67014,0.61912,0.91083,2.66e-05,2.66e-05,2.66e-05
