epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
105,61.7038,1.66232,0.7998,0.91514,0.93571,0.97619,0.9726,0.51055,1.66561,0.79412,0.9036,0.0013136,0.0013136,0.0013136
106,62.2881,1.62681,0.78127,0.91099,0.95819,0.98413,0.98201,0.50122,1.68957,0.80892,0.90788,0.001307,0.001307,0.001307
107,62.8939,1.60382,0.77677,0.89836,0.97296,0.96825,0.97842,0.48166,1.74887,0.79374,0.91587,0.0013004,0.0013004,0.0013004
108,63.4539,1.63444,0.77877,0.9162,0.97296,0.96825,0.97842,0.48166,1.74887,0.79374,0.91587,0.0012938,0.0012938,0.0012938
109,64.0852,1.65126,0.81634,0.93847,0.92195,0.95238,0.94557,0.45226,1.78595,0.78728,0.91623,0.0012872,0.0012872,0.0012872
110,64.7262,1.56708,0.78512,0.91123,0.9278,0.96032,0.94022,0.42053,1.82504,0.79361,0.9193,0.0012806,0.0012806,0.0012806
111,65.3395,1.62853,0.80322,0.90828,0.94498,0.95421,0.94474,0.46507,1.72616,0.75545,0.90692,0.001274,0.001274,0.001274
112,65.9097,1.59198,0.78238,0.91559,0.95337,0.9735,0.95241,0.48628,1.67311,0.73204,0.90318,0.0012674,0.0012674,0.0012674
113,66.4607,1.60044,0.75454,0.91006,0.95337,0.9735,0.95241,0.48628,1.67311,0.73204,0.90318,0.0012608,0.0012608,0.0012608
114,67.0412,1.53829,0.74445,0.92401,0.93878,0.97358,0.9551,0.4593,1.7453,0.75914,0.91328,0.0012542,0.0012542,0.0012542
115,67.6367,1.62971,0.77798,0.90331,0.95244,0.97619,0.9745,0.46902,1.75051,0.76995,0.91606,0.0012476,0.0012476,0.0012476
116,68.2093,1.66551,0.82857,0.90726,0.9098,0.96063,0.96355,0.45989,1.74698,0.76318,0.91475,0.001241,0.001241,0.001241
117,68.8128,1.55871,0.77304,0.90542,0.91591,0.95092,0.95628,0.4625,1.7415,0.76149,0.91595,0.0012344,0.0012344,0.0012344
118,69.3447,1.58709,0.76763,0.90289,0.91591,0.95092,0.95628,0.4625,1.7415,0.76149,0.91595,0.0012278,0.0012278,0.0012278
119,69.9122,1.62766,0.78441,0.88951,0.92454,0.97241,0.96072,0.45185,1.76002,0.76253,0.91791,0.0012212,0.0012212,0.0012212
120,70.4551,1.56416,0.75674,0.90423,0.91452,0.98413,0.95524,0.461,1.76802,0.7666,0.919,0.0012146,0.0012146,0.0012146
121,71.0092,1.53083,0.74996,0.90915,0.90472,0.97619,0.96167,0.46659,1.74404,0.77358,0.91935,0.001208,0.001208,0.001208
122,71.6168,1.57533,0.75031,0.91294,0.94443,0.92857,0.96393,0.48108,1.70934,0.7587,0.91386,0.0012014,0.0012014,0.0012014
123,72.1912,1.53667,0.75555,0.90619,0.94443,0.92857,0.96393,0.48108,1.70934,0.7587,0.91386,0.0011948,0.0011948,0.0011948
124,72.8261,1.55246,0.72966,0.90396,0.95294,0.96426,0.97147,0.48208,1.72125,0.75257,0.91388,0.0011882,0.0011882,0.0011882
125,73.3834,1.57392,0.73782,0.90636,0.94388,0.97619,0.97644,0.46683,1.78356,0.77422,0.92243,0.0011816,0.0011816,0.0011816
126,73.9259,1.51798,0.72645,0.90892,0.93777,0.95683,0.96374,0.46136,1.79704,0.76909,0.92249,0.001175,0.001175,0.001175
127,74.5269,1.52626,0.7337,0.89899,0.94543,0.94444,0.973,0.46841,1.7673,0.77875,0.92216,0.0011684,0.0011684,0.0011684
128,75.117,1.55299,0.7195,0.90083,0.94543,0.94444,0.973,0.46841,1.7673,0.77875,0.92216,0.0011618,0.0011618,0.0011618
129,75.7096,1.59725,0.75893,0.91467,0.93131,0.96843,0.96953,0.45538,1.81622,0.80238,0.92935,0.0011552,0.0011552,0.0011552
130,76.2669,1.52455,0.73103,0.8909,0.91225,0.94444,0.93287,0.41953,1.8972,0.81687,0.93777,0.0011486,0.0011486,0.0011486
131,76.8188,1.46825,0.69678,0.89451,0.93596,0.9279,0.93383,0.39895,1.93637,0.81386,0.93817,0.001142,0.001142,0.001142
132,77.3684,1.55364,0.72042,0.89269,0.94562,0.966,0.95975,0.44803,1.83417,0.77688,0.91814,0.0011354,0.0011354,0.0011354
133,77.9279,1.53374,0.74112,0.90233,0.94562,0.966,0.95975,0.44803,1.83417,0.77688,0.91814,0.0011288,0.0011288,0.0011288
134,78.4892,1.5673,0.74607,0.89063,0.96034,0.96099,0.96439,0.47999,1.79734,0.74193,0.9137,0.0011222,0.0011222,0.0011222
135,79.0895,1.52868,0.76276,0.89428,0.97629,0.98031,0.97942,0.48958,1.74735,0.72989,0.90712,0.0011156,0.0011156,0.0011156
136,79.6966,1.55342,0.74005,0.90156,0.97092,0.98413,0.98121,0.49441,1.74481,0.73677,0.90783,0.001109,0.001109,0.001109
137,80.2781,1.52529,0.72078,0.90404,0.96714,0.98413,0.98299,0.48208,1.74775,0.74815,0.90902,0.0011024,0.0011024,0.0011024
138,80.8358,1.57359,0.74824,0.8998,0.96714,0.98413,0.98299,0.48208,1.74775,0.74815,0.90902,0.0010958,0.0010958,0.0010958
139,81.4347,1.49214,0.70645,0.88877,0.95976,0.94646,0.98002,0.48556,1.7224,0.74906,0.90518,0.0010892,0.0010892,0.0010892
140,82.0962,1.51539,0.74597,0.91508,0.96115,0.98184,0.98268,0.49712,1.68759,0.73752,0.90117,0.0010826,0.0010826,0.0010826
141,82.7955,1.51301,0.73041,0.90619,0.97631,0.98133,0.97791,0.48602,1.68617,0.73005,0.90207,0.001076,0.001076,0.001076
142,83.4361,1.54205,0.70224,0.90073,0.97213,0.98413,0.9764,0.48545,1.69169,0.73113,0.90225,0.0010694,0.0010694,0.0010694
